"objid","baumnummer","geometry"
"187691","AR-4391","POINT (2679155 1248153.6)"
"184484","AR-4375","POINT (2679181.2 1248175.5)"
"184478","AR-4373","POINT (2679186 1248169.4)"
"184202","AR-4441","POINT (2679219.8 1248158.6)"
"184217","AR-4430","POINT (2679212 1248152)"
"135506","AR-1336","POINT (2679144 1248166.8)"
"184700","AR-4383","POINT (2679159.8 1248177.6)"
"184214","AR-4429","POINT (2679217.8 1248151.5)"
"187712","AR-4398","POINT (2679152.8 1248131.4)"
"184463","AR-4387","POINT (2679174.2 1248163)"
"102923","AL-6796","POINT (2679872.8 1249806.2)"
"103142","AL-6809","POINT (2679895.5 1249784.9)"
"151856","AL-6041","POINT (2680027.2 1249950.8)"
"165956","AL-6017","POINT (2679943.8 1249941.1)"
"151700","AL-6048","POINT (2679989 1249808.6)"
"102815","AL-6783","POINT (2679853 1249792.5)"
"102794","AL-7012","POINT (2679963.5 1249841.5)"
"151688","AL-6047","POINT (2679999.2 1249805.4)"
"186236","AL-6242","POINT (2680083.2 1249985)"
"210929","AL-9024","POINT (2679994.5 1250000.1)"
"152117","AL-6241","POINT (2680076 1249992.1)"
"186725","AL-6011","POINT (2679924.8 1249889.8)"
"166184","AL-6043","POINT (2680049.8 1249930.1)"
"102536","AL-6997","POINT (2680011.8 1249828.1)"
"210935","AL-9026","POINT (2680017.2 1249982.2)"
"94874","AL-6832","POINT (2680022.8 1249786.2)"
"94859","AL-6812","POINT (2679941.8 1249782.9)"
"102905","AL-7013","POINT (2679980.2 1249838.9)"
"166298","AL-6008","POINT (2679909.5 1249875)"
"165959","AL-6016","POINT (2679935.5 1249929.8)"
"102944","AL-6771","POINT (2679870.2 1249782.6)"
"94991","AL-6988","POINT (2680056.2 1249886.6)"
"152000","AL-6284","POINT (2680040.8 1249977.4)"
"94997","AL-6839","POINT (2680071 1249782.4)"
"102797","AL-7004","POINT (2679960.8 1249836.5)"
"102557","AL-7024","POINT (2679919.2 1249865.2)"
"186734","AL-6014","POINT (2679930.8 1249909.6)"
"185972","AL-6033","POINT (2679984.2 1249976.1)"
"102782","AL-7018","POINT (2679955.8 1249861)"
"95906","AL-6950","POINT (2680078.5 1249904.2)"
"101876","AL-6952","POINT (2680087.2 1249889.4)"
"94877","AL-6831","POINT (2680040.5 1249782.5)"
"150104","AL-6030","POINT (2679970 1249998.5)"
"96923","AL-7006","POINT (2679987 1249832.8)"
"102932","AL-6798","POINT (2679870.8 1249798.1)"
"185981","AL-6039","POINT (2680003.5 1249972.9)"
"152120","AL-6240","POINT (2680081 1249999.1)"
"210944","AL-9029","POINT (2680031.8 1249970.4)"
"186491","AL-5994","POINT (2679891 1249813.6)"
"102554","AL-7025","POINT (2679918.2 1249868.4)"
"102767","AL-7022","POINT (2679928.8 1249866.1)"
"101879","AL-6949","POINT (2680076 1249907.4)"
"94979","AL-6981","POINT (2680036 1249842.2)"
"118427","AL-9932","POINT (2680007 1249782.5)"
"139307","AL-6003","POINT (2679897.5 1249845)"
"121802","AL-6835","POINT (2679997 1249795.8)"
"102908","AL-7014","POINT (2679982.8 1249836.6)"
"102521","AL-6983","POINT (2680034.2 1249854.2)"
"102947","AL-6769","POINT (2679883.2 1249768.6)"
"102830","AL-6793","POINT (2679861 1249810.8)"
"96998","AL-7035","POINT (2679929 1249854.1)"
"102764","AL-7036","POINT (2679933.2 1249857.1)"
"103175","AL-6828","POINT (2680048.2 1249779.9)"
"151829","AL-6015","POINT (2679933 1249912.5)"
"102545","AL-6978","POINT (2680047 1249811.8)"
"102938","AL-6780","POINT (2679871.5 1249790.2)"
"103043","AL-6775","POINT (2679885.8 1249788.8)"
"103064","AL-6804","POINT (2679910.8 1249771.1)"
"102788","AL-7010","POINT (2679971.2 1249846.4)"
"176231","AL-9764","POINT (2679895.5 1249869.4)"
"185969","AL-6035","POINT (2679988.2 1249987.9)"
"84023","AL-7049","POINT (2679915 1249830.2)"
"102911","AL-7015","POINT (2679988.5 1249841)"
"102824","AL-6792","POINT (2679851.8 1249812.8)"
"211457","AL-9033","POINT (2680103 1249913.1)"
"186212","AL-6044","POINT (2680046.5 1249931.2)"
"103040","AL-6774","POINT (2679882.5 1249793.4)"
"118424","AL-9931","POINT (2680010.8 1249783.2)"
"103259","AL-6842","POINT (2680095.2 1249783.6)"
"94985","AL-6985","POINT (2680029.8 1249852.8)"
"102659","AL-7040","POINT (2679925 1249820.9)"
"95903","AL-6951","POINT (2680089 1249897)"
"94970","AL-6993","POINT (2680029 1249821.2)"
"96914","AL-6767","POINT (2679872.8 1249767)"
"165950","AL-6018","POINT (2679951.2 1249951.1)"
"186740","AL-6012","POINT (2679921.2 1249907.1)"
"102443","AL-6989","POINT (2680040.5 1249855.4)"
"186737","AL-6013","POINT (2679920.5 1249911.2)"
"103046","AL-6776","POINT (2679889.5 1249789.6)"
"102884","AL-7002","POINT (2679953.8 1249823.6)"
"103169","AL-6824","POINT (2679975 1249795.1)"
"95000","AL-6840","POINT (2680072.8 1249784.2)"
"121799","AL-6827","POINT (2680017.8 1249782.9)"
"151697","AL-6049","POINT (2679988.5 1249815.5)"
"185717","AL-5938","POINT (2679858.8 1249973.8)"
"152003","AL-6289","POINT (2680067.5 1249942.8)"
"166292","AL-6005","POINT (2679901 1249872.9)"
"166181","AL-6046","POINT (2680055 1249926.1)"
"102647","AL-7044","POINT (2679905.8 1249826.9)"
"94973","AL-6994","POINT (2680023.8 1249818.8)"
"102779","AL-7020","POINT (2679939.8 1249864)"
"102761","AL-7034","POINT (2679933.5 1249852.5)"
"139301","AL-6001","POINT (2679874.2 1249839.5)"
"210941","AL-9028","POINT (2680022.2 1249977.2)"
"186494","AL-5993","POINT (2679888 1249815.8)"
"94856","AL-6813","POINT (2679940.2 1249780.1)"
"102920","AL-6797","POINT (2679866.2 1249808)"
"103067","AL-7165","POINT (2679921.2 1249780.9)"
"166304","AL-6075","POINT (2679938 1249827)"
"186722","AL-6010","POINT (2679923.2 1249883.8)"
"102638","AL-7029","POINT (2679923 1249848.4)"
"102539","AL-6992","POINT (2680028.5 1249827)"
"97004","AL-7031","POINT (2679932.2 1249831.9)"
"103256","AL-6841","POINT (2680090.5 1249784.2)"
"185984","AL-6042","POINT (2680031.2 1249946.1)"
"84026","AL-7050","POINT (2679920.5 1249833.4)"
"103034","AL-6800","POINT (2679878.5 1249796.5)"
"166187","AL-6045","POINT (2680044 1249935.2)"
"102887","AL-7001","POINT (2679955.2 1249819.5)"
"102674","AL-7047","POINT (2679914.2 1249834.1)"
"151853","AL-6040","POINT (2680022 1249954.1)"
"151694","AL-6050","POINT (2679994.5 1249814.9)"
"103055","AL-6802","POINT (2679886.8 1249777.1)"
"102902","AL-7009","POINT (2679972.2 1249841.5)"
"166061","AL-5990","POINT (2679887 1249830.6)"
"102524","AL-6984","POINT (2680037.5 1249849.8)"
"102776","AL-7019","POINT (2679935.2 1249865.6)"
"166064","AL-5995","POINT (2679895.8 1249809.9)"
"102635","AL-7028","POINT (2679919.8 1249850.1)"
"101885","AL-7092","POINT (2680090.2 1249925)"
"102542","AL-6979","POINT (2680046 1249823.2)"
"103061","AL-6803","POINT (2679896.2 1249775.4)"
"150239","AL-6248","POINT (2680100.8 1249945.5)"
"102533","AL-6996","POINT (2680024.2 1249835.5)"
"96917","AL-6825","POINT (2679987.2 1249777.9)"
"151703","AL-5997","POINT (2679928 1249811.5)"
"94862","AL-6817","POINT (2679965.5 1249789.1)"
"152108","AL-6245","POINT (2680091.5 1249968.8)"
"102773","AL-7023","POINT (2679931.8 1249868)"
"165947","AL-6031","POINT (2679973 1249995.8)"
"103157","AL-6811","POINT (2679951.2 1249787.9)"
"101873","AL-6953","POINT (2680091.2 1249888.8)"
"186218","AL-6286","POINT (2680050.8 1249956.2)"
"151712","AL-5999","POINT (2679901.2 1249831.2)"
"102650","AL-7043","POINT (2679915 1249820.2)"
"166307","AL-6078","POINT (2679960 1249859.6)"
"103037","AL-6773","POINT (2679879 1249789)"
"102530","AL-6980","POINT (2680035.5 1249835.5)"
"185966","AL-6034","POINT (2679983.5 1249993.9)"
"166310","AL-6077","POINT (2679948.5 1249845.1)"
"102641","AL-7030","POINT (2679921.8 1249842.2)"
"102899","AL-7008","POINT (2679972.8 1249835.2)"
"110615","AL-6766","POINT (2679855.8 1249764.9)"
"211454","AL-9032","POINT (2680054 1249950.9)"
"165806","AL-5939","POINT (2679853.2 1249966.6)"
"174599","AL-5935","POINT (2679872 1249995)"
"152111","AL-6246","POINT (2680087.2 1249971.9)"
"103052","AL-6777","POINT (2679886.5 1249785.5)"
"97001","AL-7027","POINT (2679919.8 1249855.8)"
"210947","AL-9030","POINT (2680035 1249967.2)"
"121796","AL-6810","POINT (2679912 1249798.9)"
"210938","AL-9027","POINT (2680019.8 1249979.9)"
"94853","AL-7045","POINT (2679905.8 1249832.1)"
"102548","AL-6977","POINT (2680047.2 1249808)"
"103145","AL-6806","POINT (2679899.8 1249789.5)"
"102893","AL-6998","POINT (2679999.2 1249818.9)"
"151691","AL-6051","POINT (2679998.5 1249813.8)"
"165953","AL-6019","POINT (2679966.2 1249969.8)"
"102551","AL-7026","POINT (2679917.2 1249873.1)"
"165812","AL-5937","POINT (2679867 1249988.2)"
"151997","AL-6191","POINT (2680010.2 1250001.5)"
"102890","AL-6999","POINT (2679979.2 1249817.1)"
"102770","AL-7021","POINT (2679927 1249869.2)"
"103049","AL-6772","POINT (2679881.8 1249787.1)"
"103172","AL-6830","POINT (2680043.2 1249781.8)"
"150242","AL-6250","POINT (2680094 1249936.6)"
"102791","AL-7011","POINT (2679966 1249842.6)"
"211451","AL-9031","POINT (2680038.5 1249963.1)"
"166178","AL-6287","POINT (2680060.8 1249950.1)"
"102896","AL-7007","POINT (2679981.8 1249832.1)"
"185978","AL-6038","POINT (2680000.5 1249972)"
"166286","AL-6079","POINT (2679936.8 1249887.4)"
"166295","AL-6007","POINT (2679910.2 1249879.8)"
"103151","AL-6808","POINT (2679905.8 1249786.9)"
"186731","AL-6082","POINT (2679932.8 1249900.4)"
"94994","AL-6838","POINT (2680069.2 1249783.9)"
"102929","AL-6799","POINT (2679874.2 1249798.9)"
"139298","AL-5992","POINT (2679886.5 1249819.2)"
"94988","AL-6986","POINT (2680038.2 1249862.2)"
"97007","AL-7048","POINT (2679911.8 1249826.8)"
"139304","AL-6002","POINT (2679886 1249847.8)"
"102527","AL-6990","POINT (2680045.5 1249844.4)"
"102881","AL-7003","POINT (2679957 1249828.1)"
"121805","AL-7033","POINT (2679940.8 1249849.1)"
"102950","AL-6801","POINT (2679875.2 1249795.5)"
"102812","AL-6784","POINT (2679860 1249771.8)"
"102653","AL-7042","POINT (2679919.2 1249820.5)"
"94982","AL-6982","POINT (2680032 1249845.6)"
"96920","AL-6837","POINT (2680052.5 1249780.1)"
"102785","AL-7017","POINT (2679958.2 1249849.5)"
"166301","AL-6000","POINT (2679910.2 1249836.6)"
"186239","AL-6244","POINT (2680084.5 1249981.6)"
"186215","AL-6290","POINT (2680077 1249949.2)"
"102941","AL-6779","POINT (2679874 1249787.1)"
"186728","AL-6084","POINT (2679935.5 1249893.8)"
"102665","AL-7032","POINT (2679929 1249827.8)"
"151709","AL-5996","POINT (2679904.5 1249811.2)"
"96995","AL-6790","POINT (2679851.2 1249816.8)"
"151850","AL-6029","POINT (2679969.8 1249991.8)"
"103058","AL-6778","POINT (2679888.2 1249780.9)"
"102917","AL-6795","POINT (2679872.2 1249810.6)"
"151706","AL-5998","POINT (2679909.5 1249818)"
"151826","AL-6083","POINT (2679935.5 1249898.5)"
"102671","AL-7039","POINT (2679932.5 1249821.5)"
"102935","AL-6782","POINT (2679863.5 1249788.4)"
"186497","AL-5991","POINT (2679881.5 1249824.4)"
"94976","AL-6995","POINT (2680028 1249832.9)"
"165944","AL-6028","POINT (2679965.2 1250001.2)"
"102662","AL-7037","POINT (2679927.8 1249824)"
"103253","AL-6843","POINT (2680082.2 1249784.1)"
"101882","AL-6987","POINT (2680051 1249882.2)"
"102833","AL-6794","POINT (2679867.2 1249813.4)"
"210932","AL-9025","POINT (2680003.8 1249994.6)"
"94880","AL-6991","POINT (2680033.2 1249825.4)"
"102644","AL-7046","POINT (2679904.2 1249830.8)"
"102668","AL-7038","POINT (2679934 1249825.4)"
"103166","AL-6822","POINT (2679982.2 1249789.6)"
"103163","AL-6820","POINT (2679983.2 1249792)"
"102827","AL-6791","POINT (2679854.8 1249813.4)"
"152114","AL-6243","POINT (2680080.2 1249981.2)"
"102656","AL-7041","POINT (2679919.5 1249823.4)"
"166175","AL-6249","POINT (2680094.5 1249941.4)"
"103148","AL-6805","POINT (2679903.5 1249789.6)"
"103160","AL-6816","POINT (2679958.8 1249784.5)"
"139310","AL-6004","POINT (2679904 1249856.6)"
"94868","AL-6834","POINT (2680004.5 1249789.4)"
"103154","AL-6815","POINT (2679949.5 1249781.9)"
"102926","AL-6781","POINT (2679868 1249802.9)"
"165809","AL-5936","POINT (2679864 1249983.1)"
"166289","AL-6009","POINT (2679916.5 1249893.2)"
"94871","AL-6826","POINT (2680002.8 1249783.5)"
"166190","AL-6036","POINT (2679994 1249981.9)"
"103178","AL-6829","POINT (2680051.8 1249781.6)"
"94865","AL-6818","POINT (2679974.8 1249785.2)"
"185975","AL-6037","POINT (2679996.2 1249975.4)"
"176228","AL-9762","POINT (2679824 1249952.1)"
"102821","AL-6789","POINT (2679827 1249842.9)"
"110612","AL-9011","POINT (2679819.2 1249762.8)"
"185714","AL-9763","POINT (2679826.5 1249968.4)"
"110489","AL-9006","POINT (2679812.8 1249776)"
"96911","AL-6763","POINT (2679827.8 1249762.2)"
"110477","AL-9005","POINT (2679801.2 1249773.5)"
"110498","AL-9009","POINT (2679794.2 1249764.4)"
"102818","AL-6788","POINT (2679837.5 1249826.1)"
"110474","AL-9002","POINT (2679795.8 1249778)"
"102806","AL-6787","POINT (2679828.8 1249772.1)"
"110492","AL-9007","POINT (2679809.8 1249776.2)"
"102809","AL-6786","POINT (2679831.2 1249774.2)"
"110486","AL-9004","POINT (2679807 1249778.1)"
"151832","AL-4288","POINT (2679835.8 1249962.4)"
"110480","AL-9003","POINT (2679798 1249778)"
"110468","AL-6753","POINT (2679790.5 1249772.5)"
"110495","AL-6754","POINT (2679812 1249762)"
"109073","AL-9008","POINT (2679806.2 1249763.1)"
"185708","AL-5941","POINT (2679802 1249952.4)"
"110471","AL-9000","POINT (2679786.2 1249772.9)"
"110501","AL-9010","POINT (2679823.5 1249763.9)"
"185711","AL-10008","POINT (2679803.5 1249987.5)"
"149999","AL-4289","POINT (2679813.8 1249976.1)"
"110465","AL-6755","POINT (2679790.5 1249775.4)"
"110483","AL-6757","POINT (2679804 1249777.8)"
"165803","AL-4291","POINT (2679790 1249996.2)"
"188234","HG-990","POINT (2679507.5 1251659)"
"1052","HG-2015","POINT (2679569 1251648.8)"
"188246","HG-995","POINT (2679474 1251635.9)"
"1043","HG-2011","POINT (2679544.5 1251663.5)"
"8273","HG-2012","POINT (2679554.2 1251656.8)"
"188240","HG-1716","POINT (2679485 1251670.8)"
"1055","HG-2017","POINT (2679569.8 1251629.2)"
"1037","HG-2007","POINT (2679531.8 1251676.6)"
"1025","HG-2003","POINT (2679535 1251698.4)"
"1031","HG-2005","POINT (2679526.5 1251685.5)"
"8270","HG-2008","POINT (2679538.8 1251669.8)"
"1013","HG-1999","POINT (2679574.8 1251658.2)"
"1019","HG-2001","POINT (2679532 1251709.9)"
"1022","HG-2002","POINT (2679538.2 1251702.5)"
"188243","HG-1718","POINT (2679471.8 1251639.2)"
"1028","HG-2004","POINT (2679532.2 1251689.5)"
"8276","HG-2016","POINT (2679566.5 1251641.4)"
"188231","HG-989","POINT (2679511.2 1251653)"
"1040","HG-2010","POINT (2679538.5 1251672.5)"
"222842","HG-975","POINT (2679500 1251640.1)"
"222335","HG-1693","POINT (2679508 1251645)"
"1001","HG-1995","POINT (2679603.5 1251633.5)"
"6494","HG-991","POINT (2679501.8 1251667.8)"
"1007","HG-1997","POINT (2679599 1251658.6)"
"1016","HG-2000","POINT (2679495.2 1251729.1)"
"1004","HG-1996","POINT (2679609 1251657.6)"
"1049","HG-2014","POINT (2679559.2 1251649.6)"
"8267","HG-2009","POINT (2679526.8 1251665)"
"195818","HG-988","POINT (2679515 1251647)"
"1010","HG-1998","POINT (2679592 1251643)"
"222332","HG-974","POINT (2679503 1251642)"
"195815","HG-986","POINT (2679520.8 1251638.6)"
"195812","HG-1694","POINT (2679520.5 1251634.4)"
"6809","HG-2018","POINT (2679563.2 1251625.4)"
"188237","HG-993","POINT (2679494.2 1251677.5)"
"6491","HG-987","POINT (2679518.8 1251642)"
"6488","HG-985","POINT (2679526 1251631.2)"
"1034","HG-2006","POINT (2679526.5 1251693.8)"
"1046","HG-2013","POINT (2679556.5 1251664.8)"
"225599","HG-1690","POINT (2679489.2 1251532)"
"222863","HG-1797","POINT (2679531.8 1251598.4)"
"6311","HG-1644","POINT (2679456.5 1251546.2)"
"222845","HG-1034","POINT (2679517.5 1251603.1)"
"227735","HG-1838","POINT (2679596.8 1251518.1)"
"226133","HG-966","POINT (2679513.2 1251502.1)"
"92468","HG-1802","POINT (2679545.2 1251585.4)"
"6482","HG-1702","POINT (2679529.5 1251612.8)"
"6503","HG-1011","POINT (2679510.5 1251564.1)"
"226157","HG-1885","POINT (2679523 1251505.4)"
"227216","HG-1827","POINT (2679587.5 1251552.6)"
"223949","HG-1787","POINT (2679552 1251537.2)"
"6680","HG-1111","POINT (2679614 1251517)"
"225128","HG-2648","POINT (2679463.5 1251509)"
"224567","HG-1114","POINT (2679613.2 1251524.6)"
"6308","HG-921","POINT (2679456 1251547.8)"
"223937","HG-1788","POINT (2679556.5 1251541)"
"222866","HG-1794","POINT (2679531.2 1251582.9)"
"222875","HG-1791","POINT (2679542 1251569.4)"
"223418","HG-5300","POINT (2679564.5 1251561.2)"
"114983","HG-1935","POINT (2679543.8 1251509.9)"
"6575","HG-1035","POINT (2679500.2 1251591.1)"
"92582","HG-1952","POINT (2679576.2 1251564.2)"
"6656","HG-1782","POINT (2679474.8 1251571.1)"
"223484","HG-1864","POINT (2679588 1251513.8)"
"223940","HG-1146","POINT (2679560 1251536.9)"
"225608","HG-964","POINT (2679497 1251522.1)"
"223499","HG-1276","POINT (2679633.2 1251500.4)"
"225602","HG-1155","POINT (2679501.8 1251528.2)"
"226142","HG-1889","POINT (2679525 1251527.2)"
"226685","HG-1848","POINT (2679571.2 1251508.6)"
"6479","HG-978","POINT (2679534.8 1251613.1)"
"226682","HG-1125","POINT (2679569 1251509.9)"
"225611","HG-1684","POINT (2679502 1251499.8)"
"222860","HG-1798","POINT (2679532.8 1251594.4)"
"223415","HG-1804","POINT (2679556.2 1251562)"
"225614","HG-965","POINT (2679509.5 1251506.5)"
"223493","HG-1278","POINT (2679614.8 1251502)"
"112940","HG-1763","POINT (2679489.5 1251601.1)"
"6668","HG-1819","POINT (2679552 1251591.6)"
"224486","HG-1727","POINT (2679515.2 1251538.9)"
"222854","HG-1800","POINT (2679538.8 1251595)"
"5306","HG-1891","POINT (2679506.2 1251551.4)"
"223952","HG-1025","POINT (2679542 1251536.6)"
"6581","HG-1043","POINT (2679481 1251599)"
"995","HG-1991","POINT (2679580.2 1251599.5)"
"226136","HG-1890","POINT (2679504.2 1251553.1)"
"223958","HG-1027","POINT (2679534.5 1251544.2)"
"225041","HG-1769","POINT (2679463.5 1251577.4)"
"6506","HG-1012","POINT (2679515.5 1251568.5)"
"6671","HG-1820","POINT (2679554 1251589.1)"
"4085","HG-1426","POINT (2679456.5 1251510.2)"
"5297","HG-1878","POINT (2679502 1251526.6)"
"225596","HG-1874","POINT (2679491.8 1251537.9)"
"5384","HG-1898","POINT (2679486.8 1251560.4)"
"224495","HG-1030","POINT (2679518.8 1251564.9)"
"222857","HG-1799","POINT (2679536.2 1251596)"
"5288","HG-1151","POINT (2679486.8 1251546.8)"
"225053","HG-1669","POINT (2679458.8 1251532.9)"
"3887","HG-950","POINT (2679463.5 1251522.1)"
"6323","HG-928","POINT (2679479.5 1251538.2)"
"227738","HG-1113","POINT (2679599.8 1251516.6)"
"227225","HG-1829","POINT (2679601.8 1251536.8)"
"6428","HG-1689","POINT (2679493.8 1251527)"
"224516","HG-1037","POINT (2679496.2 1251591.6)"
"226664","HG-1943","POINT (2679558.8 1251514.1)"
"222869","HG-1795","POINT (2679529.5 1251583.8)"
"195809","HG-1102","POINT (2679549.2 1251595.9)"
"225590","HG-1039","POINT (2679485.8 1251586.5)"
"6497","HG-1009","POINT (2679491.2 1251573.8)"
"6320","HG-1649","POINT (2679480 1251539.1)"
"223964","HG-1726","POINT (2679520.2 1251542.9)"
"222872","HG-1793","POINT (2679535.2 1251577.8)"
"225038","HG-1768","POINT (2679461.5 1251580.9)"
"227207","HG-5302","POINT (2679590.8 1251550.2)"
"225584","HG-1771","POINT (2679475.8 1251579.9)"
"92465","HG-1792","POINT (2679537.2 1251573.5)"
"6659","HG-1783","POINT (2679513.2 1251589)"
"86450","HG-2818","POINT (2679528 1251608.6)"
"226151","HG-1161","POINT (2679518.2 1251506.6)"
"227228","HG-1119","POINT (2679604 1251534.1)"
"998","HG-1994","POINT (2679590.5 1251616.9)"
"226154","HG-1884","POINT (2679521 1251504.9)"
"225110","HG-2150","POINT (2679461 1251500.6)"
"224483","HG-1006","POINT (2679512.5 1251542.6)"
"224498","HG-1031","POINT (2679508.5 1251578)"
"6317","HG-926","POINT (2679477.2 1251550.4)"
"6662","HG-1813","POINT (2679568.8 1251573.5)"
"3545","HG-1940","POINT (2679569.2 1251502.4)"
"225029","HG-2815","POINT (2679474.5 1251595.8)"
"6566","HG-1023","POINT (2679536.2 1251525)"
"225023","HG-5299","POINT (2679486 1251602.9)"
"225593","HG-1180","POINT (2679485.2 1251552.4)"
"5300","HG-1879","POINT (2679500.8 1251528)"
"225047","HG-949","POINT (2679467.5 1251526.1)"
